IDX	Sector	Specialisation	Occupation	Object	URL type (Type NA if can't find)	LICENSE OK?	Occupation_Gender	Error codes	Annotator
OO_156	retail	customer_facing	clerk	computer	https://images.pexels.com/photos/7345419/pexels-photo-7345419.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine		Hannah
OO_157	retail	customer_facing	clerk	computer	https://images.pexels.com/photos/7319121/pexels-photo-7319121.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine		Hannah
OO_158	retail	customer_facing	clerk	computer	https://images.pexels.com/photos/5409713/pexels-photo-5409713.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine		Hannah
OO_159	retail	customer_facing	clerk	computer	https://p0.pxfuel.com/preview/851/661/209/organic-woman-board-farm.jpg	Yes	feminine		Hannah
OO_160	retail	customer_facing	clerk	computer	https://farm9.staticflickr.com/8219/8305138363_95d71e1800_q.jpg	Yes	feminine		Hannah
OO_161	retail	customer_facing	manager	clipboard	https://images.pexels.com/photos/8867176/pexels-photo-8867176.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	maculine		Hannah
OO_162	retail	customer_facing	manager	clipboard	https://images.pexels.com/photos/5668868/pexels-photo-5668868.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	maculine		Hannah
OO_163	retail	customer_facing	manager	clipboard	https://images.pexels.com/photos/6169652/pexels-photo-6169652.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	maculine		Hannah
OO_164	retail	customer_facing	manager	clipboard	https://images.pexels.com/photos/6716014/pexels-photo-6716014.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	maculine		Hannah
OO_165	retail	customer_facing	manager	clipboard	https://images.pexels.com/photos/8069433/pexels-photo-8069433.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	maculine		Hannah
OO_166	retail	customer_facing	manager	clipboard	https://images.pexels.com/photos/5699492/pexels-photo-5699492.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine		Hannah
OO_167	retail	customer_facing	manager	clipboard	https://images.pexels.com/photos/9034705/pexels-photo-9034705.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine		Hannah
OO_168	retail	customer_facing	manager	clipboard	https://images.pexels.com/photos/7433906/pexels-photo-7433906.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine		Hannah
OO_169	retail	customer_facing	manager	clipboard	https://images.pexels.com/photos/8560224/pexels-photo-8560224.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine		Hannah
OO_170	retail	customer_facing	manager	clipboard	https://images.pexels.com/photos/8111876/pexels-photo-8111876.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine		Hannah
OO_171	service	food_service	baker	mixing spoon	https://images.pexels.com/photos/8477754/pexels-photo-8477754.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	maculine		Fernanda
OO_172	service	food_service	baker	mixing spoon	https://images.pexels.com/photos/8902113/pexels-photo-8902113.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	maculine		Fernanda
OO_173	service	food_service	baker	mixing spoon	https://images.pexels.com/photos/5593342/pexels-photo-5593342.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	maculine		Fernanda
OO_174	service	food_service	baker	mixing spoon	https://t2.ftcdn.net/jpg/00/39/61/39/240_F_39613959_ckbVxAaEyeM8KcB8EVsqrBLXg2qexh4Q.jpg	Yes	maculine		Fernanda
OO_175	service	food_service	baker	mixing spoon	https://us.123rf.com/450wm/hemeroskopion/hemeroskopion1102/hemeroskopion110200128/8937348-how-to-whisk-an-egg-a-major-challenge.jpg?ver=6	Yes	maculine		Fernanda
OO_176	service	food_service	baker	mixing spoon	https://images.pexels.com/photos/8178911/pexels-photo-8178911.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine		Fernanda
OO_177	service	food_service	baker	mixing spoon	https://images.pexels.com/photos/7966403/pexels-photo-7966403.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	feminine		Fernanda
OO_178	service	food_service	baker	mixing spoon	https://images.pexels.com/photos/6957557/pexels-photo-6957557.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine		Fernanda
OO_179	service	food_service	baker	mixing spoon	https://images.pexels.com/photos/8290260/pexels-photo-8290260.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	feminine		Fernanda
OO_180	service	food_service	baker	mixing_spoon	https://images.pexels.com/photos/8064886/pexels-photo-8064886.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	feminine		Fernanda
OO_181	service	food_service	waiter	tray	https://images.pexels.com/photos/3772524/pexels-photo-3772524.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	maculine		Fernanda
OO_182	service	food_service	waiter	tray	https://images.pexels.com/photos/7556764/pexels-photo-7556764.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	maculine		Fernanda
OO_183	service	food_service	waiter	tray	https://images.pexels.com/photos/12041678/pexels-photo-12041678.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	maculine		Fernanda
OO_184	service	food_service	waiter	tray	https://images.pexels.com/photos/5371577/pexels-photo-5371577.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	maculine		Fernanda
OO_185	service	food_service	waiter	tray	https://us.123rf.com/450wm/tmcphotos/tmcphotos1309/tmcphotos130900447/22079647-mature-waiter-in-tuxedo-looking-at-serving-tray-isolated-over-black-background.jpg	Yes	maculine		Fernanda
OO_186	service	food_service	waiter	tray	https://images.pexels.com/photos/11290942/pexels-photo-11290942.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine		Fernanda
OO_187	service	food_service	waiter	tray	https://images.pexels.com/photos/6123992/pexels-photo-6123992.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine		Fernanda
OO_188	service	food_service	waiter	tray	https://images.pexels.com/photos/9770917/pexels-photo-9770917.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	feminine		Fernanda
OO_189	service	food_service	waiter	tray	https://www.publicdomainpictures.net/pictures/220000/velka/young-waitress-14939191537tk.jpg	Yes	feminine		Fernanda
OO_190	service	food_service	waiter	tray	https://t1.ftcdn.net/jpg/00/64/48/74/240_F_64487417_eUocpHIsl2T90VNzYjj2I8SoWEuZbYi5.jpg	Yes	feminine		Fernanda
OO_191	service	food_service	bartender	mixing bottle	https://images.pexels.com/photos/4485355/pexels-photo-4485355.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	maculine		Fernanda
OO_192	service	food_service	bartender	mixing bottle	https://images.pexels.com/photos/7061456/pexels-photo-7061456.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	maculine		Fernanda
OO_193	service	food_service	bartender	mixing bottle	https://images.pexels.com/photos/4667023/pexels-photo-4667023.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	maculine		Fernanda
OO_194	service	food_service	bartender	mixing bottle	https://images.pexels.com/photos/8941710/pexels-photo-8941710.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	maculine		Fernanda
OO_195	service	food_service	bartender	mixing bottle	https://images.pexels.com/photos/11538297/pexels-photo-11538297.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	maculine		Fernanda
OO_196	service	food_service	bartender	mixing bottle	https://images.pexels.com/photos/4279096/pexels-photo-4279096.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine		Fernanda
OO_197	service	food_service	bartender	mixing bottle	https://images.pexels.com/photos/12985157/pexels-photo-12985157.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	feminine		Fernanda
OO_198	service	food_service	bartender	mixing bottle	https://images.pexels.com/photos/4279100/pexels-photo-4279100.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	feminine		Fernanda
OO_199	service	food_service	bartender	mixing bottle	https://images.pexels.com/photos/12841707/pexels-photo-12841707.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	feminine		Fernanda
OO_200	service	food_service	bartender	mixing bottle	https://images.pexels.com/photos/13049450/pexels-photo-13049450.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	feminine		Fernanda
OO_201	service	fashion	hairdresser	scissors	https://images.pexels.com/photos/7440138/pexels-photo-7440138.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	maculine		Fernanda
OO_202	service	fashion	hairdresser	scissors	https://images.pexels.com/photos/14391463/pexels-photo-14391463.jpeg?auto=compress&cs=tinysrgb&w=600	Yes	maculine		Fernanda
OO_203	service	fashion	hairdresser	scissors	https://images.pexels.com/photos/8552631/pexels-photo-8552631.jpeg?auto=compress&cs=tinysrgb&w=600&lazy=load	Yes	maculine		Fernanda
OO_204	service	fashion	hairdresser	scissors	https://images.pexels.com/photos/5337960/pexels-photo-5337960.jpeg?auto=compress&cs=tinysrgb&w=600	Yes	maculine		Fernanda
OO_205	service	fashion	hairdresser	scissors	https://images.pexels.com/photos/5188621/pexels-photo-5188621.jpeg?auto=compress&cs=tinysrgb&w=600	Yes	maculine		Fernanda
OO_206	service	fashion	hairdresser	scissors	https://images.pexels.com/photos/9709014/pexels-photo-9709014.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine		Fernanda
OO_207	service	fashion	hairdresser	scissors	https://images.pexels.com/photos/8834027/pexels-photo-8834027.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine		Fernanda
OO_208	service	fashion	hairdresser	scissors	https://images.pexels.com/photos/7755445/pexels-photo-7755445.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine		Fernanda
OO_209	service	fashion	hairdresser	scissors	https://images.pexels.com/photos/10318052/pexels-photo-10318052.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine		Fernanda
OO_210	service	fashion	hairdresser	scissors	https://images.pexels.com/photos/7819749/pexels-photo-7819749.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine		Fernanda
OO_211	service	animal	veterinarian	animal	https://images.pexels.com/photos/5487067/pexels-photo-5487067.jpeg?auto=compress&cs=tinysrgb&w=600	Yes	maculine		Fernanda
OO_212	service	animal	veterinarian	animal	https://images.pexels.com/photos/6235225/pexels-photo-6235225.jpeg?auto=compress&cs=tinysrgb&w=600	Yes	maculine		Fernanda
OO_213	service	animal	veterinarian	animal	https://images.pexels.com/photos/6235233/pexels-photo-6235233.jpeg?auto=compress&cs=tinysrgb&w=600	Yes	maculine		Fernanda
OO_214	service	animal	veterinarian	animal	https://images.pexels.com/photos/7470634/pexels-photo-7470634.jpeg?auto=compress&cs=tinysrgb&w=600	Yes	maculine		Fernanda
OO_215	service	animal	veterinarian	animal	https://images.pexels.com/photos/10559203/pexels-photo-10559203.jpeg?auto=compress&cs=tinysrgb&w=600	Yes	maculine		Fernanda
OO_216	service	animal	veterinarian	animal	https://images.pexels.com/photos/5486952/pexels-photo-5486952.jpeg?auto=compress&cs=tinysrgb&w=600	Yes	feminine		Fernanda
OO_217	service	animal	veterinarian	animal	https://images.pexels.com/photos/6234980/pexels-photo-6234980.jpeg?auto=compress&cs=tinysrgb&w=600&lazy=load	Yes	feminine		Fernanda
OO_218	service	animal	veterinarian	animal	https://images.freeimages.com/images/premium/large-thumbs/2265/22655533-young-veterinarian-examines-a-patient-ferret.jpg	Yes	feminine		Fernanda
OO_219	service	animal	veterinarian	animal	https://t1.ftcdn.net/jpg/00/09/94/54/240_F_9945446_e9u2UXZE11br1d5RPMFpgszzf2bjX7p1.jpg	Yes	feminine		Fernanda
OO_220	service	animal	veterinarian	animal	https://static4.bigstockphoto.com/thumbs/0/0/3/small2/30053273.jpg	Yes	feminine		Fernanda
OO_221	service	household	painter	paint	https://images.pexels.com/photos/6474471/pexels-photo-6474471.jpeg?auto=compress&cs=tinysrgb&w=600	Yes	maculine		Fernanda
OO_222	service	household	painter	paint	https://images.pexels.com/photos/7218562/pexels-photo-7218562.jpeg?auto=compress&cs=tinysrgb&w=600	Yes	maculine		Fernanda
OO_223	service	household	painter	paint	https://images.pexels.com/photos/9244184/pexels-photo-9244184.jpeg?auto=compress&cs=tinysrgb&w=600	Yes	maculine		Fernanda
OO_224	service	household	painter	paint	https://static.wixstatic.com/media/6028cf0ffa005d33effdf22b80229e0f.jpg/v1/fill/w_319,h_240,fp_0.50_0.50,q_90/6028cf0ffa005d33effdf22b80229e0f.jpg	Yes	maculine		Fernanda
OO_225	service	household	painter	paint	https://images.pexels.com/photos/5691597/pexels-photo-5691597.jpeg?auto=compress&cs=tinysrgb&w=600	Yes	maculine		Fernanda
OO_226	service	household	painter	paint	https://images.pexels.com/photos/5641416/pexels-photo-5641416.jpeg?auto=compress&cs=tinysrgb&w=600	Yes	feminine		Fernanda
OO_227	service	household	painter	paint	https://images.pexels.com/photos/1365168/pexels-photo-1365168.jpeg?auto=compress&cs=tinysrgb&w=600	Yes	feminine		Fernanda
OO_228	service	household	painter	paint	https://images.pexels.com/photos/5798983/pexels-photo-5798983.jpeg?auto=compress&cs=tinysrgb&w=600	Yes	feminine		Fernanda
OO_229	service	household	painter	paint	https://images.pexels.com/photos/3817572/pexels-photo-3817572.jpeg?auto=compress&cs=tinysrgb&w=600	Yes	feminine		Fernanda
OO_230	service	household	painter	paint	https://images.pexels.com/photos/6920329/pexels-photo-6920329.jpeg?auto=compress&cs=tinysrgb&w=600	Yes	feminine		Fernanda
